Date,Country,cumul_cases,cumul_deaths
29/06/2009,Dominican Republic,108,2
29/06/2009,Ecuador,125,0
29/06/2009,Egypt,50,0
29/06/2009,El Salvador,226,0
29/06/2009,Estonia,13,0
29/06/2009,Ethiopia,2,0
29/06/2009,Fiji,2,0
29/06/2009,Finland,26,0
29/06/2009,France,235,0
29/06/2009,"French Polynesia, FOC",3,0
29/06/2009,Germany,366,0
29/06/2009,Greece,86,0
29/06/2009,Guatemala,254,2
29/06/2009,"Guernsey, Crown Dependency",1,0
29/06/2009,Honduras,118,1
29/06/2009,Hungary,8,0
29/06/2009,Iceland,4,0
29/06/2009,India,64,0
29/06/2009,Indonesia,8,0
29/06/2009,Iran,1,0
29/06/2009,Iraq,10,0
29/06/2009,Ireland,39,0
29/06/2009,"Isle of Man, Crown Dependency",1,0
29/06/2009,Israel,469,0
29/06/2009,Italy,112,0
29/06/2009,Jamaica,21,0
29/06/2009,Japan,1212,0
29/06/2009,"Jersey, Crown Dependency",8,0
29/06/2009,Jordan,18,0
29/06/2009,Kuwait,30,0
29/06/2009,Laos,3,0
29/06/2009,Latvia,1,0
29/06/2009,Lebanon,25,0
29/06/2009,Lithuania,1,0
29/06/2009,Luxembourg,4,0
29/06/2009,Malaysia,112,0
29/06/2009,"Martinique, FOC",2,0
29/06/2009,Mexico,8279,116
29/06/2009,Monaco,1,0
29/06/2009,Montenegro,1,0
29/06/2009,Morocco,11,0
29/06/2009,Nepal,3,0
29/06/2009,Netherlands,118,0
29/06/2009,"Netherlands Antilles, Curaçao ",3,0
29/06/2009,"Netherlands Antilles, Sint Maarten",1,0
29/06/2009,New Zealand,587,0
29/06/2009,Nicaragua,277,0
29/06/2009,Norway,31,0
29/06/2009,Oman,3,0
29/06/2009,Panama,403,0
29/06/2009,Papua New Guinea,1,0
29/06/2009,Paraguay,85,0
29/06/2009,Peru,360,0
29/06/2009,Philippines,861,1
29/06/2009,Poland,14,0
29/06/2009,Portugal,11,0
29/06/2009,Qatar,10,0
29/06/2009,Republic of Korea,202,0
29/06/2009,Romania,24,0
29/06/2009,Russia,3,0
29/06/2009,Samoa,1,0
29/06/2009,Saudi Arabia,69,0
29/06/2009,Serbia,5,0
29/06/2009,Singapore,599,0
29/06/2009,Slovakia,9,0
29/06/2009,Slovenia,4,0
29/06/2009,South Africa,1,0
29/06/2009,Spain,541,0
29/06/2009,Sri Lanka,9,0
29/06/2009,Suriname,11,0
29/06/2009,Sweden,67,0
29/06/2009,Switzerland,49,0
29/06/2009,Thailand,774,0
29/06/2009,Trinidad and Tobago,53,0
29/06/2009,Tunisia,2,0
29/06/2009,Turkey,27,0
29/06/2009,Ukraine,1,0
29/06/2009,United Arab Emirates,8,0
29/06/2009,United Kingdom,4250,1
29/06/2009,United States of America,27717,127
29/06/2009,Uruguay,195,0
29/06/2009,Vanuatu,2,0
29/06/2009,Venezuela,172,0
29/06/2009,Viet Nam,84,0
29/06/2009,West Bank and Gaza Strip,9,0
29/06/2009,Yemen,6,0
01/07/2009,Algeria,2,0
01/07/2009,Antigua and Barbuda,2,0
01/07/2009,Argentina,1587,26
01/07/2009,Australia,4090,7
01/07/2009,Austria,15,0
01/07/2009,Bahamas,6,0
01/07/2009,Bahrain,15,0
01/07/2009,Bangladesh,1,0
01/07/2009,Barbados,10,0
01/07/2009,Belgium,47,0
01/07/2009,"Bermuda, UKOT",1,0
01/07/2009,Bolivia,205,0
01/07/2009,Brazil,680,1
01/07/2009,"British Virgin Islands,  UKOT",1,0
01/07/2009,Brunei Darussalam,29,0
01/07/2009,Bulgaria,10,0
01/07/2009,Cambodia,6,0
01/07/2009,Canada,7983,25
01/07/2009,Cap Verde,3,0
01/07/2009,"Cayman Islands, UKOT",13,0
01/07/2009,Chile,6211,12
01/07/2009,China,1518,0
01/07/2009,Colombia,93,2
01/07/2009,Costa Rica,279,2
01/07/2009,Cote d'Ivoire,2,0
01/07/2009,Cuba,46,0
01/07/2009,Cyprus,48,0
01/07/2009,Czech Republic,9,0
01/07/2009,Denmark,55,0
01/07/2009,Dominica,1,0
01/07/2009,Dominican Republic,108,2
01/07/2009,Ecuador,163,0
01/07/2009,Egypt,67,0
01/07/2009,El Salvador,226,0
01/07/2009,Estonia,13,0
01/07/2009,Ethiopia,2,0
01/07/2009,Fiji,2,0
01/07/2009,Finland,26,0
01/07/2009,France,277,0
01/07/2009,"France, New Caledonia, FOC",6,0
01/07/2009,"French Polynesia, FOC",2,0
01/07/2009,Germany,417,0
01/07/2009,Greece,92,0
01/07/2009,Guatemala,254,2
01/07/2009,"Guernsey, Crown Dependency",5,0
01/07/2009,Honduras,118,1
01/07/2009,Hungary,10,0
01/07/2009,Iceland,4,0
01/07/2009,India,104,0
01/07/2009,Indonesia,8,0
01/07/2009,Iran,1,0
01/07/2009,Iraq,11,0
01/07/2009,Ireland,41,0
01/07/2009,"Isle of Man, Crown Dependency",1,0
01/07/2009,Israel,506,0
01/07/2009,Italy,123,0
01/07/2009,Jamaica,32,0
01/07/2009,Japan,1266,0
01/07/2009,"Jersey, Crown Dependency",8,0
01/07/2009,Jordan,20,0
01/07/2009,Kenya,1,0
01/07/2009,Kuwait,34,0
01/07/2009,Laos,3,0
01/07/2009,Latvia,1,0
01/07/2009,Lebanon,39,0
01/07/2009,Lithuania,1,0
01/07/2009,Luxembourg,4,0
01/07/2009,Malaysia,112,0
01/07/2009,"Martinique, FOC",2,0
01/07/2009,Mauritius,7,0
01/07/2009,Mexico,8680,116
01/07/2009,Montenegro,4,0
01/07/2009,Morocco,17,0
01/07/2009,Myanmar,1,0
01/07/2009,Nepal,3,0
01/07/2009,Netherlands,128,0
01/07/2009,"Netherlands Antilles, Curaçao",7,0
01/07/2009,"Netherlands Antilles, Sint Maarten",7,0
01/07/2009,New Zealand,711,0
01/07/2009,Nicaragua,293,0
01/07/2009,Norway,32,0
01/07/2009,Oman,3,0
01/07/2009,Panama,417,0
01/07/2009,Papua New Guinea,1,0
01/07/2009,Paraguay,96,0
01/07/2009,Peru,538,0
01/07/2009,Philippines,861,1
01/07/2009,Poland,15,0
01/07/2009,Portugal,17,0
01/07/2009,Qatar,10,0
01/07/2009,Republic of Korea,202,0
01/07/2009,Romania,28,0
01/07/2009,Russia,3,0
01/07/2009,Saint Lucia,1,0
01/07/2009,Samoa,1,0
01/07/2009,Saudi Arabia,81,0
01/07/2009,Serbia,12,0
01/07/2009,Singapore,701,0
01/07/2009,Slovakia,13,0
01/07/2009,Slovenia,4,0
01/07/2009,South Africa,1,0
01/07/2009,Spain,717,1
01/07/2009,Sri Lanka,15,0
01/07/2009,Suriname,11,0
01/07/2009,Sweden,69,0
01/07/2009,Switzerland,56,0
01/07/2009,Thailand,1414,3
01/07/2009,Trinidad and Tobago,53,0
01/07/2009,Tunisia,3,0
01/07/2009,Turkey,32,0
01/07/2009,Ukraine,1,0
01/07/2009,United Arab Emirates,8,0
01/07/2009,United Kingdom,6538,3
01/07/2009,United States of America,27717,127
01/07/2009,Uruguay,195,1
01/07/2009,Vanuatu,2,0
01/07/2009,Venezuela,193,0
01/07/2009,Viet Nam,123,0
01/07/2009,West Bank and Gaza Strip,13,0
01/07/2009,Yemen,7,0
03/07/2009,Algeria,5,0
03/07/2009,Antigua and Barbuda,2,0
03/07/2009,Argentina,1587,26
03/07/2009,Australia,4568,9
03/07/2009,Austria,15,0
03/07/2009,Bahamas,6,0
03/07/2009,Bahrain,15,0
03/07/2009,Bangladesh,12,0
03/07/2009,Barbados,12,0
03/07/2009,Belgium,49,0
03/07/2009,"Bermuda, UKOT",1,0
03/07/2009,Bolivia,283,0
03/07/2009,Bosnia and Hezegovina,1,0
03/07/2009,Brazil,737,1
03/07/2009,"British Virgin Islands,  UKOT",2,0
03/07/2009,Brunei Darussalam,85,0
03/07/2009,Bulgaria,10,0
03/07/2009,Cambodia,7,0
03/07/2009,Canada,7983,25
03/07/2009,Cap Verde,3,0
03/07/2009,"Cayman Islands, UKOT",14,0
03/07/2009,Chile,7376,14
03/07/2009,China,1814,0
03/07/2009,Colombia,101,2
03/07/2009,Costa Rica,227,2
03/07/2009,Cote d'Ivoire,2,0
03/07/2009,Cuba,73,0
03/07/2009,Cyprus,70,0
03/07/2009,Czech Republic,15,0
03/07/2009,Denmark,63,0
03/07/2009,Dominica,1,0
03/07/2009,Dominican Republic,108,2
03/07/2009,Ecuador,163,0
03/07/2009,Egypt,67,0
03/07/2009,El Salvador,253,0
03/07/2009,Estonia,13,0
03/07/2009,Ethiopia,3,0
03/07/2009,Fiji,2,0
03/07/2009,Finland,43,0
03/07/2009,France,300,0
03/07/2009,"France, New Caledonia, FOC",6,0
03/07/2009,"French Polynesia, FOC",2,0
03/07/2009,Germany,470,0
03/07/2009,Greece,109,0
03/07/2009,Guatemala,254,2
03/07/2009,"Guernsey, Crown Dependency",5,0
03/07/2009,Honduras,123,1
03/07/2009,Hungary,11,0
03/07/2009,Iceland,4,0
03/07/2009,India,104,0
03/07/2009,Indonesia,8,0
03/07/2009,Iran,1,0
03/07/2009,Iraq,11,0
03/07/2009,Ireland,51,0
03/07/2009,"Isle of Man, Crown Dependency",1,0
03/07/2009,Israel,577,0
03/07/2009,Italy,130,0
03/07/2009,Jamaica,32,0
03/07/2009,Japan,1446,0
03/07/2009,"Jersey, Crown Dependency",11,0
03/07/2009,Jordan,22,0
03/07/2009,Kenya,12,0
03/07/2009,Kuwait,35,0
03/07/2009,Laos,3,0
03/07/2009,Latvia,1,0
03/07/2009,Lebanon,47,0
03/07/2009,Lithuania,3,0
03/07/2009,Luxembourg,4,0
03/07/2009,Malaysia,112,0
03/07/2009,Malta,2,0
03/07/2009,"Martinique, FOC",2,0
03/07/2009,Mauritius,1,0
03/07/2009,Mexico,10262,119
03/07/2009,Montenegro,9,0
03/07/2009,Morocco,17,0
03/07/2009,Myanmar,1,0
03/07/2009,Nepal,5,0
03/07/2009,Netherlands,134,0
03/07/2009,"Netherlands Antilles, Curaçao",8,0
03/07/2009,"Netherlands Antilles, Sint Maarten",7,0
03/07/2009,"Netherlands, Aruba",5,0
03/07/2009,New Zealand,912,0
03/07/2009,Nicaragua,308,0
03/07/2009,Norway,41,0
03/07/2009,Oman,3,0
03/07/2009,Palau,1,0
03/07/2009,Panama,417,0
03/07/2009,Papua New Guinea,1,0
03/07/2009,Paraguay,103,0
03/07/2009,Peru,538,0
03/07/2009,Philippines,1709,1
03/07/2009,Poland,19,0
03/07/2009,Portugal,27,0
03/07/2009,Qatar,10,0
03/07/2009,Republic of Korea,202,0
03/07/2009,Romania,36,0
03/07/2009,Russia,3,0
03/07/2009,Saint Lucia,1,0
03/07/2009,Samoa,1,0
03/07/2009,Saudi Arabia,89,0
03/07/2009,Serbia,15,0
03/07/2009,Singapore,878,0
03/07/2009,Slovakia,18,0
03/07/2009,Slovenia,5,0
03/07/2009,South Africa,12,0
03/07/2009,Spain,760,1
03/07/2009,Sri Lanka,17,0
03/07/2009,Suriname,11,0
03/07/2009,Sweden,74,0
03/07/2009,Switzerland,72,0
03/07/2009,Thailand,1414,3
03/07/2009,Trinidad and Tobago,53,0
03/07/2009,Tunisia,3,0
03/07/2009,Turkey,40,0
03/07/2009,Uganda,1,0
03/07/2009,Ukraine,1,0
03/07/2009,United Arab Emirates,8,0
03/07/2009,United Kingdom,7447,3
03/07/2009,United States of America,33902,170
03/07/2009,Uruguay,195,1
03/07/2009,Vanuatu,2,0
03/07/2009,Venezuela,204,0
03/07/2009,Viet Nam,131,0
03/07/2009,West Bank and Gaza Strip,30,0
03/07/2009,Yemen,7,0
06/07/2009,Algeria,5,0
06/07/2009,Antigua and Barbuda,2,0
06/07/2009,Argentina,2485,60
06/07/2009,Australia,5298,10
06/07/2009,Austria,19,0
06/07/2009,Bahamas,7,0
06/07/2009,Bahrain,15,0
06/07/2009,Bangladesh,18,0
06/07/2009,Barbados,12,0
06/07/2009,Belgium,54,0
06/07/2009,"Bermuda, UKOT",1,0
06/07/2009,Bolivia,416,0
06/07/2009,Bosnia and Hezegovina,1,0
06/07/2009,Brazil,737,1
06/07/2009,"British Virgin Islands,  UKOT",2,0
06/07/2009,Brunei Darussalam,124,0
06/07/2009,Bulgaria,10,0
06/07/2009,Cambodia,7,0
06/07/2009,Canada,7983,25
06/07/2009,Cap Verde,3,0
06/07/2009,"Cayman Islands, UKOT",14,0
06/07/2009,Chile,7376,14
06/07/2009,China,2040,0
06/07/2009,Colombia,118,2
06/07/2009,Cook Island,1,0
06/07/2009,Costa Rica,277,3
06/07/2009,Cote d'Ivoire,2,0
06/07/2009,Croatia,1,0
06/07/2009,Cuba,85,0
06/07/2009,Cyprus,109,0
06/07/2009,Czech Republic,15,0
06/07/2009,Denmark,66,0
06/07/2009,Dominica,1,0
06/07/2009,Dominican Republic,108,2
06/07/2009,Ecuador,204,0
06/07/2009,Egypt,78,0
06/07/2009,El Salvador,319,0
06/07/2009,Estonia,13,0
06/07/2009,Ethiopia,3,0
06/07/2009,Fiji,2,0
06/07/2009,Finland,47,0
06/07/2009,France,310,0
06/07/2009,"French Polynesia, FOC",4,0
06/07/2009,Germany,505,0
06/07/2009,Greece,151,0
06/07/2009,"Guadaloupe, FOC",2,0
06/07/2009,Guatemala,286,2
06/07/2009,"Guernsey, Crown Dependency",5,0
06/07/2009,Guyana,2,0
06/07/2009,Honduras,123,1
06/07/2009,Hungary,11,0
06/07/2009,Iceland,4,0
06/07/2009,India,129,0
06/07/2009,Indonesia,20,0
06/07/2009,"Iran, Islamic Republic",1,0
06/07/2009,Iraq,12,0
06/07/2009,Ireland,74,0
06/07/2009,"Isle of Man, Crown Dependency",1,0
06/07/2009,Israel,681,0
06/07/2009,Italy,146,0
06/07/2009,Jamaica,32,0
06/07/2009,Japan,1790,0
06/07/2009,"Jersey, Crown Dependency",11,0
06/07/2009,Jordan,23,0
06/07/2009,Kenya,15,0
06/07/2009,Kuwait,35,0
06/07/2009,Laos,5,0
06/07/2009,Latvia,1,0
06/07/2009,Lebanon,49,0
06/07/2009,Libya,1,0
06/07/2009,Lithuania,3,0
06/07/2009,Luxembourg,6,0
06/07/2009,Malaysia,112,0
06/07/2009,Malta,24,0
06/07/2009,"Martinique, FOC",3,0
06/07/2009,Mauritius,1,0
06/07/2009,Mexico,10262,119
06/07/2009,Montenegro,10,0
06/07/2009,Morocco,17,0
06/07/2009,Myanmar,1,0
06/07/2009,Nepal,5,0
06/07/2009,Netherlands,135,0
06/07/2009,"Netherlands Antilles, Curaçao",8,0
06/07/2009,"Netherlands Antilles, Sint Maarten",7,0
06/07/2009,"Netherlands, Aruba",5,0
06/07/2009,"New Caledonia, FOC",12,0
06/07/2009,New Zealand,1059,3
06/07/2009,Nicaragua,321,0
06/07/2009,Norway,41,0
06/07/2009,Oman,4,0
06/07/2009,Palau,1,0
06/07/2009,Panama,417,0
06/07/2009,Papua New Guinea,1,0
06/07/2009,Paraguay,106,1
06/07/2009,Peru,916,0
06/07/2009,Philippines,1709,1
06/07/2009,Poland,25,0
06/07/2009,Portugal,42,0
06/07/2009,Puerto Rico,18,0
06/07/2009,Qatar,23,0
06/07/2009,Republic of Korea,202,0
06/07/2009,Romania,41,0
06/07/2009,Russia,3,0
06/07/2009,Saint Lucia,1,0
06/07/2009,"Saint Martin, FOC",1,0
06/07/2009,Samoa,1,0
06/07/2009,Saudi Arabia,114,0
06/07/2009,Serbia,15,0
06/07/2009,Singapore,1055,0
06/07/2009,Slovakia,18,0
06/07/2009,Slovenia,14,0
06/07/2009,South Africa,18,0
06/07/2009,Spain,776,1
06/07/2009,Sri Lanka,19,0
06/07/2009,Suriname,11,0
06/07/2009,Sweden,84,0
06/07/2009,Switzerland,76,0
06/07/2009,Syria,1,0
06/07/2009,Thailand,2076,7
06/07/2009,The former Yugoslav Republic of Macedonia,2,0
06/07/2009,Trinidad and Tobago,65,0
06/07/2009,Tunisia,5,0
06/07/2009,Turkey,40,0
06/07/2009,Uganda,1,0
06/07/2009,Ukraine,1,0
06/07/2009,United Arab Emirates,8,0
06/07/2009,United Kingdom,7447,3
06/07/2009,United States of America,33902,170
06/07/2009,Uruguay,195,4
06/07/2009,Vanuatu,2,0
06/07/2009,Venezuela,206,0
06/07/2009,Viet Nam,181,0
06/07/2009,Virgin Islands,1,0
06/07/2009,West Bank and Gaza Strip,60,0
06/07/2009,Yemen,8,0
