ïcountry,index,week,closingprice,index1,baseyear,week1,rel_closingprice
Netherlands,AEX,10/01/2020,750.96997,AEX,1,10/01/2020,1
Netherlands,AEX,17/01/2020,759.01001,AEX,,17/01/2020,1.0107062
Netherlands,AEX,24/01/2020,744.17999,AEX,,24/01/2020,.98046136
Netherlands,AEX,31/01/2020,712.98999,AEX,,31/01/2020,.9580881
Netherlands,AEX,07/02/2020,749.95001,AEX,,07/02/2020,1.051838
Netherlands,AEX,14/02/2020,750.12,AEX,,14/02/2020,1.0002266
Netherlands,AEX,21/02/2020,743.59998,AEX,,21/02/2020,.99130803
Netherlands,AEX,28/02/2020,669.40002,AEX,,28/02/2020,.90021521
Netherlands,AEX,06/03/2020,660.95001,AEX,,06/03/2020,.98737675
Netherlands,AEX,13/03/2020,563.89001,AEX,,13/03/2020,.85315078
Netherlands,AEX,20/03/2020,562.89001,AEX,,20/03/2020,.99822658
Netherlands,AEX,27/03/2020,590.62,AEX,,27/03/2020,1.0492636
Netherlands,AEX,03/04/2020,583.90997,AEX,,03/04/2020,.988639
Netherlands,AEX,10/04/2020,627.15997,AEX,,10/04/2020,1.0740696
Netherlands,AEX,17/04/2020,621.67999,AEX,,17/04/2020,.99126226
Netherlands,AEX,24/04/2020,623.83002,AEX,,24/04/2020,1.0034584
Netherlands,AEX,01/05/2020,640.90002,AEX,,01/05/2020,1.0273632
Netherlands,AEX,08/05/2020,647.71997,AEX,,08/05/2020,1.0106412
Netherlands,AEX,15/05/2020,643.08002,AEX,,15/05/2020,.99283648
Netherlands,AEX,22/05/2020,672.59003,AEX,,22/05/2020,1.0458885
Netherlands,AEX,29/05/2020,684.98999,AEX,,29/05/2020,1.0184362
Netherlands,AEX,05/06/2020,726.17999,AEX,,05/06/2020,1.0601323
Australia,ASX,10/01/2020,43.419998,ASX,1,10/01/2020,1
Australia,ASX,17/01/2020,44.450001,ASX,,17/01/2020,1.0237218
Australia,ASX,24/01/2020,44.619999,ASX,,24/01/2020,1.0038245
Australia,ASX,31/01/2020,43.43,ASX,,31/01/2020,.97333038
Australia,ASX,07/02/2020,44.240002,ASX,,07/02/2020,1.0186508
Australia,ASX,14/02/2020,42.32,ASX,,14/02/2020,.95660031
Australia,ASX,21/02/2020,41.57,ASX,,21/02/2020,.98227787
Australia,ASX,28/02/2020,37.639999,ASX,,28/02/2020,.90546066
Australia,ASX,06/03/2020,37.82,ASX,,06/03/2020,1.0047822
Australia,ASX,13/03/2020,35.740002,ASX,,13/03/2020,.94500268
Australia,ASX,20/03/2020,35.93,ASX,,20/03/2020,1.0053161
Australia,ASX,27/03/2020,35.900002,ASX,,27/03/2020,.99916506
Australia,ASX,03/04/2020,37.98,ASX,,03/04/2020,1.0579387
Australia,ASX,10/04/2020,40.560001,ASX,,10/04/2020,1.0679306
Australia,ASX,17/04/2020,42.259998,ASX,,17/04/2020,1.0419132
Australia,ASX,24/04/2020,42.07,ASX,,24/04/2020,.99550408
Australia,ASX,01/05/2020,40.950001,ASX,,01/05/2020,.9733777
Australia,ASX,08/05/2020,43.310001,ASX,,08/05/2020,1.0576313
Australia,ASX,15/05/2020,43.650002,ASX,,15/05/2020,1.0078504
Australia,ASX,22/05/2020,45.189999,ASX,,22/05/2020,1.0352806
Australia,ASX,29/05/2020,47.619999,ASX,,29/05/2020,1.0537729
Australia,ASX,05/06/2020,47.889999,ASX,,05/06/2020,1.00567
Austria,ATX,10/01/2020,2741.3899,ATX,1,10/01/2020,1
Austria,ATX,17/01/2020,2704.25,ATX,,17/01/2020,.98645216
Austria,ATX,24/01/2020,2651.6101,ATX,,24/01/2020,.98053437
Austria,ATX,31/01/2020,2583.77,ATX,,31/01/2020,.97441554
Austria,ATX,07/02/2020,2671.3799,ATX,,07/02/2020,1.0339078
Austria,ATX,14/02/2020,2666.8101,ATX,,14/02/2020,.99828935
Austria,ATX,21/02/2020,2633.1299,ATX,,21/02/2020,.98737061
Austria,ATX,28/02/2020,2397.1101,ATX,,28/02/2020,.91036528
Austria,ATX,06/03/2020,2262.3301,ATX,,06/03/2020,.94377393
Austria,ATX,13/03/2020,1809.9,ATX,,13/03/2020,.80001587
Austria,ATX,20/03/2020,1735.51,ATX,,20/03/2020,.95889825
Austria,ATX,27/03/2020,1786.73,ATX,,27/03/2020,1.0295129
Austria,ATX,03/04/2020,1732.22,ATX,,03/04/2020,.96949172
Austria,ATX,10/04/2020,1917.98,ATX,,10/04/2020,1.1072382
Austria,ATX,17/04/2020,1801.25,ATX,,17/04/2020,.93913913
Austria,ATX,24/04/2020,1832.17,ATX,,24/04/2020,1.0171659
Austria,ATX,01/05/2020,1956.54,ATX,,01/05/2020,1.0678812
Austria,ATX,08/05/2020,1962.77,ATX,,08/05/2020,1.0031842
Austria,ATX,15/05/2020,1903.92,ATX,,15/05/2020,.9700169
Austria,ATX,22/05/2020,1906.4,ATX,,22/05/2020,1.0013026
Austria,ATX,29/05/2020,2006.98,ATX,,29/05/2020,1.0527591
Austria,ATX,05/06/2020,2214.3799,ATX,,05/06/2020,1.1033393
Belgium,BEL20,10/01/2020,3414.52,BEL20,1,10/01/2020,1
Belgium,BEL20,17/01/2020,3415.73,BEL20,,17/01/2020,1.0003544
Belgium,BEL20,24/01/2020,3374.3899,BEL20,,24/01/2020,.98789716
Belgium,BEL20,31/01/2020,3284.1101,BEL20,,31/01/2020,.97324562
Belgium,BEL20,07/02/2020,3476.3701,BEL20,,07/02/2020,1.0585425
Belgium,BEL20,14/02/2020,3474.51,BEL20,,14/02/2020,.99946493
Belgium,BEL20,21/02/2020,3409.8799,BEL20,,21/02/2020,.98139876
Belgium,BEL20,28/02/2020,3000.1399,BEL20,,28/02/2020,.87983739
Belgium,BEL20,06/03/2020,2971.1899,BEL20,,06/03/2020,.99035048
Belgium,BEL20,13/03/2020,2472.1101,BEL20,,13/03/2020,.83202696
Belgium,BEL20,20/03/2020,2546.03,BEL20,,20/03/2020,1.0299015
Belgium,BEL20,27/03/2020,2560.3301,BEL20,,27/03/2020,1.0056167
Belgium,BEL20,03/04/2020,2518.6799,BEL20,,03/04/2020,.98373252
Belgium,BEL20,10/04/2020,2715.6499,BEL20,,10/04/2020,1.0782037
Belgium,BEL20,17/04/2020,2623.8301,BEL20,,17/04/2020,.96618861
Belgium,BEL20,24/04/2020,2574.8401,BEL20,,24/04/2020,.98132885
Belgium,BEL20,01/05/2020,2722.5601,BEL20,,01/05/2020,1.0573705
Belgium,BEL20,08/05/2020,2672.3601,BEL20,,08/05/2020,.98156148
Belgium,BEL20,15/05/2020,2619.9399,BEL20,,15/05/2020,.98038429
Belgium,BEL20,22/05/2020,2654.8701,BEL20,,22/05/2020,1.0133325
Belgium,BEL20,29/05/2020,2879.6599,BEL20,,29/05/2020,1.0846708
Belgium,BEL20,05/06/2020,3154.49,BEL20,,05/06/2020,1.0954384
Brazil,BOVESPA,10/01/2020,21593.73,BOVESPA,1,10/01/2020,1
Brazil,BOVESPA,17/01/2020,21886.141,BOVESPA,,17/01/2020,1.0135415
Brazil,BOVESPA,24/01/2020,21650.52,BOVESPA,,24/01/2020,.98923421
Brazil,BOVESPA,31/01/2020,20128.08,BOVESPA,,31/01/2020,.92968118
Brazil,BOVESPA,07/02/2020,20428.25,BOVESPA,,07/02/2020,1.014913
Brazil,BOVESPA,14/02/2020,20401.891,BOVESPA,,14/02/2020,.99870968
Brazil,BOVESPA,21/02/2020,19969.551,BOVESPA,,21/02/2020,.97880882
Brazil,BOVESPA,28/02/2020,18164.881,BOVESPA,,28/02/2020,.90962893
Brazil,BOVESPA,06/03/2020,16233.46,BOVESPA,,06/03/2020,.89367282
Brazil,BOVESPA,13/03/2020,13863.61,BOVESPA,,13/03/2020,.85401452
Brazil,BOVESPA,20/03/2020,11380.21,BOVESPA,,20/03/2020,.82086915
Brazil,BOVESPA,27/03/2020,11559.67,BOVESPA,,27/03/2020,1.0157695
Brazil,BOVESPA,03/04/2020,10600.49,BOVESPA,,03/04/2020,.9170236
Brazil,BOVESPA,10/04/2020,12217.22,BOVESPA,,10/04/2020,1.1525146
Brazil,BOVESPA,17/04/2020,12069.01,BOVESPA,,17/04/2020,.98786879
Brazil,BOVESPA,24/04/2020,10895.3,BOVESPA,,24/04/2020,.90275007
Brazil,BOVESPA,01/05/2020,11738.78,BOVESPA,,01/05/2020,1.0774169
Brazil,BOVESPA,08/05/2020,11286.36,BOVESPA,,08/05/2020,.9614594
Brazil,BOVESPA,15/05/2020,10942.88,BOVESPA,,15/05/2020,.96956676
Brazil,BOVESPA,22/05/2020,12207.63,BOVESPA,,22/05/2020,1.1155775
Brazil,BOVESPA,29/05/2020,13269.19,BOVESPA,,29/05/2020,1.0869588
Brazil,BOVESPA,05/06/2020,15072.08,BOVESPA,,05/06/2020,1.1358703
India,BSE,10/01/2020,5.5599999,BSE,1,10/01/2020,1
India,BSE,17/01/2020,5.9099998,BSE,,17/01/2020,1.0629497
India,BSE,24/01/2020,5.8600001,BSE,,24/01/2020,.99153984
India,BSE,31/01/2020,5.6500001,BSE,,31/01/2020,.96416384
India,BSE,07/02/2020,6.2199998,BSE,,07/02/2020,1.1008849
India,BSE,14/02/2020,5.6100001,BSE,,14/02/2020,.90192932
India,BSE,21/02/2020,5.5300002,BSE,,21/02/2020,.98573977
India,BSE,28/02/2020,4.8699999,BSE,,28/02/2020,.88065094
India,BSE,06/03/2020,4.3000002,BSE,,06/03/2020,.88295692
India,BSE,13/03/2020,4.0599999,BSE,,13/03/2020,.94418597
India,BSE,20/03/2020,3.5699999,BSE,,20/03/2020,.87931037
India,BSE,27/03/2020,3.2,BSE,,27/03/2020,.89635855
India,BSE,03/04/2020,3.1800001,BSE,,03/04/2020,.99375004
India,BSE,10/04/2020,3.5,BSE,,10/04/2020,1.1006289
India,BSE,17/04/2020,4.04,BSE,,17/04/2020,1.1542857
India,BSE,24/04/2020,3.8099999,BSE,,24/04/2020,.94306928
India,BSE,01/05/2020,4.1300001,BSE,,01/05/2020,1.0839895
India,BSE,08/05/2020,4.0999999,BSE,,08/05/2020,.99273604
India,BSE,15/05/2020,4.6500001,BSE,,15/05/2020,1.1341463
India,BSE,22/05/2020,4.29,BSE,,22/05/2020,.9225806
India,BSE,29/05/2020,4.0500002,BSE,,29/05/2020,.94405597
India,BSE,05/06/2020,4.27,BSE,,05/06/2020,1.0543209
France,CAC40,10/01/2020,5140.75,CAC40,1,10/01/2020,1
France,CAC40,17/01/2020,5200.2402,CAC40,,17/01/2020,1.0115722
France,CAC40,24/01/2020,5078.4399,CAC40,,24/01/2020,.97657794
France,CAC40,31/01/2020,4879.8701,CAC40,,31/01/2020,.96089947
France,CAC40,07/02/2020,5118.5898,CAC40,,07/02/2020,1.0489193
France,CAC40,14/02/2020,5038.4199,CAC40,,14/02/2020,.98433751
France,CAC40,21/02/2020,5041.2998,CAC40,,21/02/2020,1.0005716
France,CAC40,28/02/2020,4566.4199,CAC40,,28/02/2020,.90580207
France,CAC40,06/03/2020,4445.0801,CAC40,,06/03/2020,.97342777
France,CAC40,13/03/2020,3725.5,CAC40,,13/03/2020,.83811766
France,CAC40,20/03/2020,3719.4299,CAC40,,20/03/2020,.99837065
France,CAC40,27/03/2020,3891.75,CAC40,,27/03/2020,1.0463297
France,CAC40,03/04/2020,3662.54,CAC40,,03/04/2020,.94110364
France,CAC40,10/04/2020,3957.79,CAC40,,10/04/2020,1.0806135
France,CAC40,17/04/2020,3914.77,CAC40,,17/04/2020,.98913032
France,CAC40,24/04/2020,3843.76,CAC40,,24/04/2020,.981861
France,CAC40,01/05/2020,4016.6399,CAC40,,01/05/2020,1.0449767
France,CAC40,08/05/2020,3975.04,CAC40,,08/05/2020,.9896431
